Column,Frequency,Percentage,Files_Count,Sample_Files
NRANK_NPCHG2022,1,2.0,1,"NST-EST2022-POPCHG2020_2022.csv"
NRANK_PPCHG2020,1,2.0,1,"NST-EST2022-POPCHG2020_2022.csv"
NRANK_PPCHG2021,1,2.0,1,"NST-EST2022-POPCHG2020_2022.csv"
NRANK_PPCHG2022,1,2.0,1,"NST-EST2022-POPCHG2020_2022.csv"
BIRTHS2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
BIRTHS2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
BIRTHS2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
DEATHS2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
DEATHS2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
DEATHS2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
NATURALCHG2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
NATURALCHG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
NATURALCHG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
INTERNATIONALMIG2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
INTERNATIONALMIG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
INTERNATIONALMIG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
DOMESTICMIG2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
DOMESTICMIG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
DOMESTICMIG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
NETMIG2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
NETMIG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
NETMIG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RESIDUAL2020,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RESIDUAL2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RESIDUAL2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RBIRTH2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RBIRTH2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RDEATH2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RDEATH2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RNATURALCHG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RNATURALCHG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RINTERNATIONALMIG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RINTERNATIONALMIG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RDOMESTICMIG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RDOMESTICMIG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RNETMIG2021,1,2.0,1,"NST-EST2022-ALLDATA.csv"
RNETMIG2022,1,2.0,1,"NST-EST2022-ALLDATA.csv"
